MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-01327-7501,795-R1,211 EAST 53 STREET,1,10022,40.757501,-73.968893,6,4,98,"1,038,550","1,013,277,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,146,"1,957","126,021","4,300,000",34.1,"20,400,000",162,1-01463-0021,1273 YORK AVENUE,UPPER EAST SIDE (59-79),D9-ELEVATOR,213,"1,957","182,345","5,150,558",28.2,"24,700,000",135,0.8,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.25
1-01327-7502,896-R1,250 EAST 54 STREET,1,10022,40.757835,-73.967792,6,4,98,"1,038,562","1,013,277,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,177,"1,990","237,531","10,250,000",43.2,"51,400,007",216,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,"1,982","413,233","19,146,946",46.3,"96,000,000",232,0.3,,,,,,,,,,,,
1-01329-7501,2007-R1,231 EAST 55 STREET,1,10022,40.758615,-73.967658,6,4,108,"1,038,578","1,013,297,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,40,"2,000","54,638","3,150,000",58,"15,799,994",289,1-01510-0020,1195 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,61,"1,987","78,874","5,155,062",65,"25,900,000",328,1.3,1-01425-0005,211 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,271,"1,975","488,474","14,424,513",29.5,"69,100,000",141,0.75
1-01330-7501,1563-R1,212 EAST 57 STREET,1,10022,40.75999,-73.966928,6,4,108,"1,038,595","1,013,307,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R0-CONDOMINIUM,38,"2,004","70,308","3,350,000",47.6,"16,800,000",239,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.55,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.1
1-01331-7501,541-R1,200 EAST 58 STREET,1,10022,40.760741,-73.966628,6,4,108,"1,076,271","1,013,317,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,115,"1,963","128,436","3,900,000",30.4,"18,699,997",146,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.05,1-01488-0045,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,427,"1,964","530,809","11,373,875",21.43,"49,400,000",93,1.05
1-01331-7502,563-R1,225 EAST 57 STREET,1,10022,40.759926,-73.966737,6,4,108,"1,076,272","1,013,317,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,260,"1,964","305,093","9,160,000",30,"41,900,000",137,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.05,1-01488-0045,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,427,"1,964","530,809","11,373,875",21.43,"49,400,000",93,1.05
1-01331-7503,1538-R1,207 EAST 57 STREET,1,10022,40.760042,-73.967011,6,4,108,"1,087,269","1,013,317,503",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,67,"2,005","104,916","4,500,000",42.9,"22,600,002",215,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.15,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,"1,986","168,998","7,299,584",43.2,"36,600,000",217,0.65
1-01336-7501,168-R1,806 2 AVENUE,1,10017,40.750585,-73.971635,6,4,88,"1,038,674","1,013,367,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,79,"1,983","127,399","5,000,000",39.2,"25,100,031",197,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,1.1,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,"1,986","168,998","7,299,584",43.2,"36,600,000",217,0.15
1-01338-7501,247-R1,846 2 AVENUE,1,10017,40.751839,-73.970725,6,4,90,"1,038,781","1,013,387,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,113,"1,980","86,845","3,300,000",38,"16,499,993",190,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,1,,,,,,,,,,,,
1-01338-7502,614-R1,325 EAST 45 STREET,1,10017,40.751446,-73.970051,6,4,90,"1,076,276","1,013,387,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,166,"1,977","122,021","4,750,000",38.9,"23,800,000",195,1-01242-9055,2527 BROADWAY,UPPER WEST SIDE (79-96),D9-ELEVATOR,295,"1,999","307,500","11,120,910",36.2,"55,800,000",181,2.9,1-01426-9035,218 EAST 72 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,147,"1,975","156,200","7,118,114",45.6,"35,700,000",229,1.3
1-01340-7501,1165-R1,845 UNITED NATIONS PLAZA,1,10017,40.751983,-73.967538,6,4,90,"1,038,909","1,013,407,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,370,"2,000","825,532","50,000,000",61,"250,999,979",304,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,"1,975","580,480","31,592,875",54,"158,000,000",272,0.4,1-01376-0001,800 5 AVENUE,UPPER EAST SIDE (59-79),D8-ELEVATOR,229,"1,979","353,412","25,633,076",73,"129,000,000",365,0.9
1-01341-7501,176-R1,330 EAST 49 STREET,1,10017,40.753877,-73.968122,6,4,90,"1,038,935","1,013,417,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,141,"1,962","89,872","2,750,000",30.6,"13,200,005",147,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,"1,961","97,396","1,706,682",17.52,"6,760,000",69,1,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.45
1-01341-7502,259-R1,317 EAST 48 STREET,1,10017,40.753386,-73.968844,6,4,90,"1,039,077","1,013,417,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,126,"1,962","82,112","2,500,000",30.4,"11,999,982",146,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,"1,961","97,396","1,706,682",17.52,"6,760,000",69,1,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.45
1-01341-7503,336-R1,100 UNITED NATIONS PLAZA,1,10017,40.753164,-73.968325,6,4,90,"1,039,205","1,013,417,503",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,237,"1,984","438,326","19,100,000",43.6,"95,799,995",219,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8-ELEVATOR,228,"1,982","225,154","10,554,999",46.9,"52,900,000",235,0.4,1-01421-0021,1261 2 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,339,"1,979","490,652","25,756,956",52,"129,000,000",263,0.9
1-01341-7505,1792-R1,865 1 AVENUE,1,10017,40.752823,-73.966935,6,4,90,"1,038,920","1,013,417,505",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,81,"1,930","78,000","1,950,000",25,"8,469,999",109,1-01321-0034,230 EAST 48 STREET,MIDTOWN EAST,D7-ELEVATOR,68,"1,928","68,564","2,041,592",29.8,"9,780,000",143,0.15,1-01349-0035,340 EAST 57 STREET,MIDTOWN EAST,D6-ELEVATOR,61,"1,931","73,000","1,898,104",26,"8,240,000",113,0.4
1-01342-7501,61-R1,309 EAST 49 STREET,1,10017,40.75405,-73.968483,6,4,98,"1,039,489","1,013,427,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,85,"1,982","119,419","4,780,000",40,"24,000,016",201,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8-ELEVATOR,228,"1,982","225,154","10,554,999",46.9,"52,900,000",235,0.35,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.8
1-01342-7502,105-R1,301 EAST 49 STREET,1,10017,40.754108,-73.968616,6,4,98,"1,039,464","1,013,420,001",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,20,"1,982","33,376","1,400,000",41.9,"7,020,010",210,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,"1,986","53,662","1,695,353",31.6,"8,120,000",151,1.45,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,"1,980","32,500","1,672,642",51,"8,390,000",258,1
1-01342-7503,1357-R1,344 EAST 50 STREET,1,10022,40.754407,-73.967429,6,4,98,"1,039,474","1,013,427,503",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R2-WALK-UP,15,"1,920","10,550","445,000",42.2,"2,230,002",211,1-01327-0034,230 EAST 54 STREET,MIDTOWN EAST,C1-WALK-UP,20,"1,900","9,010","445,427",49.4,"2,230,000",248,0.25,1-01350-0038,326 EAST 58 STREET,MIDTOWN EAST,C4-WALK-UP,30,"1,904","18,252","744,749",40.8,"3,730,000",204,0.4
1-01343-7501,60-R1,317 EAST 50 STREET,1,10022,40.754621,-73.967891,6,4,98,"1,039,641","1,013,437,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,115,"1,931","93,015","2,350,000",25.3,"9,920,000",107,1-01349-0035,340 EAST 57 STREET,MIDTOWN EAST,D6-ELEVATOR,61,"1,931","73,000","1,898,104",26,"8,240,000",113,0.3,1-01406-0054,993 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,39,"1,914","73,396","2,703,049",36.8,"13,600,000",185,1.05
1-01343-7504,1809-R1,343 EAST 50 STREET,1,10022,40.754434,-73.967454,6,4,98,"1,085,115","1,013,437,504",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,23,"1,900","35,615","1,480,000",41.6,"7,419,999",208,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1-ELEVATOR,63,"1,938","49,914","1,782,449",35.7,"8,540,000",171,0.25,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1-ELEVATOR,25,"1,928","15,402","751,526",48.8,"3,770,000",245,0.2
1-01344-7501,145-R1,335 EAST 51 STREET,1,10022,40.75512,-73.967129,6,4,98,"1,039,682","1,013,447,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,97,"1,963","67,540","2,030,000",30.1,"9,720,004",144,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,"1,961","97,396","1,706,682",17.52,"6,760,000",69,0.85,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,"1,961","83,220","2,607,460",31.3,"12,500,000",150,0.95
1-01344-7502,1212-R1,351 EAST 51 STREET,1,10022,40.755005,-73.966858,6,4,98,"1,039,660","1,013,447,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,64,"2,000","158,085","7,910,000",50,"39,700,000",251,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.7,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.35
1-01345-7501,1594-R1,310 EAST 53 STREET,1,10022,40.756534,-73.966634,6,4,98,"1,087,513","1,013,457,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,85,"2,006","166,692","8,200,000",49.2,"41,100,004",247,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.65,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.3
1-01346-7501,323-R1,320 EAST 54 STREET,1,10022,40.757083,-73.966013,6,4,98,"1,039,848","1,013,467,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,90,"1,959","65,000","2,020,000",31.1,"9,680,003",149,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,"1,961","83,220","2,607,460",31.3,"12,500,000",150,0.85,1-01530-0034,230 EAST 85 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,55,"1,946","50,852","1,496,374",29.4,"7,170,000",141,1.55
1-01346-7503,475-R1,975 1 AVENUE,1,10022,40.756097,-73.964548,6,4,98,"1,071,924","1,013,467,503",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,59,"1,941","53,435","1,700,000",31.8,"8,139,999",152,1-01440-0033,340 EAST 66 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,60,"1,940","53,446","1,399,703",26.2,"6,080,000",114,0.6,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1-ELEVATOR,63,"1,938","49,914","1,782,449",35.7,"8,540,000",171,0.35
1-01347-7501,1396-R1,300 EAST 55 STREET,1,10022,40.757851,-73.965889,6,5,108,"1,089,507","1,013,477,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,118,"2,003","219,278","8,600,000",39.2,"43,100,004",197,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.55,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.25
1-01349-7501,510-R1,345 EAST 56 STREET,1,10022,40.75818,-73.964676,6,5,108,"1,071,989","1,013,497,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,174,"1,960","198,115","6,000,000",30.3,"27,500,000",139,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,"1,961","97,396","1,706,682",17.52,"6,760,000",69,0.6,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.05
1-01349-7502,1632-R1,330 EAST 57 STREET,1,10022,40.758819,-73.964156,6,5,108,"1,087,647","1,013,497,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,14,"2,005","41,406",0,0,"11,500,003",278,1-00495-0033,229 MULBERRY STREET,LITTLE ITALY,D9-ELEVATOR,62,"1,999","67,300","2,714,108",40.3,"13,600,000",202,2.95,1-00904-0040,220 EAST 24 STREET,GRAMERCY,D9-ELEVATOR,71,"1,985","45,446","2,331,949",51,"11,700,000",257,1.65
1-01350-7501,178-R1,351 EAST 57 STREET,1,10022,40.758677,-73.963774,6,5,108,"1,040,014","1,013,507,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,115,"1,958","95,347","2,860,000",30,"13,100,000",137,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,"1,961","97,396","1,706,682",17.52,"6,760,000",69,0.55,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1
1-01362-7502,1279-R1,400 EAST 51 STREET,1,10022,40.754412,-73.965498,6,4,"8,603","1,040,116","1,013,627,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,113,"2,002","172,926","8,650,000",50,"43,400,002",251,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,"1,975","580,480","31,592,875",54,"158,000,000",272,0.25,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.45
1-01365-7501,283-R1,966 1 AVENUE,1,10022,40.755847,-73.964707,6,4,"8,603","1,040,162","1,013,657,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,189,"1,958","196,802","6,360,000",32.3,"30,500,002",155,1-01468-0021,1385 YORK AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,293,"1,969","409,942","13,022,512",31.8,"62,400,000",152,1,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.15
1-01365-7502,575-R1,400 EAST 54 STREET,1,10022,40.756237,-73.963995,6,4,"8,603","1,076,281","1,013,657,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,228,"1,972","242,825","8,900,000",36.7,"44,600,005",184,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,"1,974","312,416","9,704,630",31.1,"46,500,000",149,0.05,1-01426-0044,206 EAST 72 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,442,"1,979","377,297","18,503,619",49,"92,800,000",246,0.95
1-01366-7501,59-R1,415 EAST 54 STREET,1,10022,40.756157,-73.963761,6,4,"10,601","1,040,356","1,013,667,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,106,"1,983","174,032","7,850,000",45.1,"39,399,999",226,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,"1,986","168,998","7,299,584",43.2,"36,600,000",217,0.55,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.4
1-01368-7501,91-R1,444 EAST 57 STREET,1,10022,40.757864,-73.961883,6,5,"10,601","1,040,475","1,013,687,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,60,"1,929","97,636","3,000,000",30.7,"14,399,999",147,1-01335-0039,328 EAST 43 STREET,MIDTOWN EAST,D3-ELEVATOR,62,"1,928","48,892","990,595",20.26,"4,300,000",88,0.7,1-01406-0054,993 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,39,"1,914","73,396","2,703,049",36.8,"13,600,000",185,0.85
1-01369-7501,278-R1,420 EAST 58 STREET,1,10022,40.758698,-73.961781,6,5,"10,601","1,040,561","1,013,697,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,75,"1,986","85,992","3,200,000",37.2,"16,000,004",186,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.4,,,,,,,,,,,,
1-01370-7501,37-R1,40 SUTTON PLACE,1,10022,40.758313,-73.959991,6,5,"10,601","1,040,645","1,013,707,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,75,"1,981","61,175","2,350,000",38.4,"11,800,001",193,1-01439-0023,1185 1 AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,61,"1,996","50,225","2,215,646",44.1,"11,100,000",221,0.3,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,"1,986","53,662","1,695,353",31.6,"8,120,000",151,1
1-01373-7501,1518-R1,455 MAIN STREET,1,10044,40.759166,-73.952006,8,5,"23,801","1,087,189","1,013,737,501",Lenox Hill-Roosevelt Island                                                ,UPPER EAST SIDE (59-79),R4-ELEVATOR,230,"2,004","184,076","7,180,000",39,"35,999,997",196,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.45,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,1
1-01373-7502,1714-R1,425 MAIN STREET,1,10044,40.758502,-73.952627,8,5,"23,801","1,087,292","1,013,737,502",Lenox Hill-Roosevelt Island                                                ,UPPER EAST SIDE (59-79),R4-ELEVATOR,216,"2,006","185,948","6,000,000",32.3,"28,699,997",154,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,"1,999","138,500","5,876,391",42.4,"29,500,000",213,0.45,1-01553-0027,1749 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,165,"2,002","164,384","6,090,584",37.1,"30,500,000",186,1.25
1-01374-7502,1304-R1,502 PARK AVENUE,1,10022,40.763012,-73.969739,8,4,"11,401","1,040,756","1,013,747,502",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,126,"2,002","220,037","11,750,000",53,"58,899,994",268,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.25,1-01349-0049,1076 2 AVENUE,MIDTOWN EAST,D6-ELEVATOR,167,"1,948","180,000","5,508,780",30.6,"26,400,000",147,0.5
1-01375-7501,98-R1,40 EAST 61 STREET,1,10065,40.764673,-73.97012,8,4,"11,401","1,040,811","1,013,757,501",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,36,"1,928","78,349","2,980,000",38,"14,900,003",190,1-01424-0001,201 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,309,"1,927","316,500","14,966,601",47.3,"75,100,000",237,0.55,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,"1,931","87,639","3,075,590",35.1,"14,700,000",168,1.35
1-01376-7501,244-R1,4 EAST 62 STREET,1,10065,40.765996,-73.971326,8,4,"11,401","1,083,877","1,013,767,501",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,13,"1,910","33,255","1,100,000",33.1,"5,270,001",158,1-01472-0034,440 EAST 78 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,47,"1,936","44,856","1,271,765",28.4,"6,090,000",136,1.05,1-01424-0029,226 EAST 70 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,50,"1,921","41,898","1,669,663",39.9,"8,370,000",200,0.55
1-01377-7501,14-R1,817 5 AVENUE,1,10065,40.766564,-73.970957,8,4,"11,401","1,040,922","1,013,777,501",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,16,"1,925","58,566","2,300,000",39.3,"11,500,001",196,1-01424-0029,226 EAST 70 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,50,"1,921","41,898","1,669,663",39.9,"8,370,000",200,0.55,1-01409-0042,192 EAST 75 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,43,"1,927","40,249","1,435,832",35.7,"6,880,000",171,0.65
1-01377-7502,111-R1,26 EAST 63 STREET,1,10065,40.76599,-73.969365,8,4,"11,401","1,040,935","1,013,777,502",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,68,"1,901","85,219","3,250,000",38.1,"16,300,006",191,1-01437-0022,359 EAST 62 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,54,"1,930","46,356","1,294,331",27.9,"6,200,000",134,0.45,1-01392-0047,50 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,48,"1,936","52,356","2,250,690",43,"11,300,000",216,0.75
1-01377-7503,379-R1,1 EAST 62 STREET,1,10065,40.766048,-73.971401,8,4,"11,401","1,041,003","1,013,777,503",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,15,"1,910","24,508","860,000",35.1,"4,120,000",168,1-01472-0034,440 EAST 78 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,47,"1,936","44,856","1,271,765",28.4,"6,090,000",136,1,1-01453-0035,334 EAST 79 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,46,"1,920","27,124","983,986",36.3,"4,930,000",182,0.95
1-01379-7502,1015-R1,610 PARK AVENUE,1,10065,40.766497,-73.967199,8,4,122,"1,041,086","1,013,797,502",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),R4-ELEVATOR,66,"1,925","185,696","9,100,000",49,"45,599,998",246,1-01421-0021,1261 2 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,339,"1,979","490,652","25,756,956",52,"129,000,000",263,0.35,1-01438-0006,305 EAST 63 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,111,"1,931","164,567","6,913,219",42,"34,700,000",211,0.45
